[ 2026-06-18 14:24:36,623 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-18 14:24:50,118 ] 24 root - INFO - Fetched 22110 rows from MongoDB.
[ 2026-06-18 14:24:50,431 ] 45 root - INFO - Performed train test split on the dataframe
[ 2026-06-18 14:24:50,666 ] 50 root - INFO - Exported train and test file path.
[ 2026-06-18 14:24:50,667 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-18 14:24:50,677 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-18 14:24:50,852 ] 32 root - INFO - Required number of columns:2
[ 2026-06-18 14:24:50,853 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-18 14:24:50,853 ] 32 root - INFO - Required number of columns:2
[ 2026-06-18 14:24:50,853 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-18 14:24:51,308 ] 28 root - INFO - data Validation Completed
[ 2026-06-18 14:24:51,309 ] 31 root - INFO - data Transformation started
[ 2026-06-18 14:24:51,309 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-18 14:24:51,309 ] 65 root - INFO - Starting data transformation
[ 2026-06-18 14:24:51,404 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-18 14:24:51,404 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-18 14:24:51,511 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-18 14:24:51,519 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-18 14:24:51,519 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-18 14:24:51,524 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-18 14:24:51,529 ] 35 root - INFO - data Transformation completed
[ 2026-06-18 14:24:51,529 ] 37 root - INFO - Model Training stared
