[ 2026-06-18 15:40:17,406 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-18 15:40:33,813 ] 24 root - INFO - Fetched 22110 rows from MongoDB.
[ 2026-06-18 15:40:34,060 ] 45 root - INFO - Performed train test split on the dataframe
[ 2026-06-18 15:40:34,242 ] 50 root - INFO - Exported train and test file path.
[ 2026-06-18 15:40:34,244 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-18 15:40:34,272 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-18 15:40:34,420 ] 32 root - INFO - Required number of columns:2
[ 2026-06-18 15:40:34,420 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-18 15:40:34,438 ] 32 root - INFO - Required number of columns:2
[ 2026-06-18 15:40:34,439 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-18 15:40:34,819 ] 28 root - INFO - data Validation Completed
[ 2026-06-18 15:40:34,820 ] 31 root - INFO - data Transformation started
[ 2026-06-18 15:40:34,820 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-18 15:40:34,820 ] 65 root - INFO - Starting data transformation
[ 2026-06-18 15:40:34,919 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-18 15:40:34,919 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-18 15:40:35,022 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-18 15:40:35,028 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-18 15:40:35,029 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-18 15:40:35,034 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-18 15:40:35,038 ] 35 root - INFO - data Transformation completed
[ 2026-06-18 15:40:35,038 ] 37 root - INFO - Model Training stared
